// voice	text
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
c026_spa	アクマさま～！\キレイキレイしてあげる〜。\ふふふ～！
c026_startbt	ウヒャヒャ！\たーのしー！\へへへへー！
c026_story1	アクマ…やだよ、やめてよう…オーロラのこと、閉じ込めるつもりなんでしょ…？
c026_story2	オーロラはひとりでいるの！閉じ込められるのは…いや！
c026_story3	塗るよー！塗るんだよおー！\へへへっ！可愛くしてあーげーるー！
c026_true1	さ、触らないで！怖い…アクマ、怖いよぅ。\このアクマも、オーロラを閉じ込めるつもり\なんだ…！
c026_true2	何で見つめるの…？気になっちゃうよ…\でも…オーロラも、アクマさまがいないと…ちょっと不安かも。
c026_true3	アクマさまなら…触ってもいいよ。オーロラのこと、守ってくれるんでしょ…？\オーロラ、アクマさまを信じる。信じてあげる！
c026_victory	勝った！ヘヘヘ！
c027_boss_long	ヒーローへの道は遠く険しい。
c027_boss_short	かかってこい、悪党！
c027_ctskill	容赦しない！
c027_death_1	正義の戦士、キンティアは絶対に負けたりしない！
c027_death_2	み、みんな。あとは頼んだよ…
c027_drive	悪いヤツは消えろ！
c027_hit_1	ぎゃっ！
c027_hit_2	ぐはっ！
c027_hit_3	イタッ！
c027_prskill	ボクを信じて！
c027_skill	はっ！
c027_spa	温泉、大激突！
c027_startbt	ヒーロー、キンティア登場！
c027_story1	はあ、ヒーローへの道は長く険しい。
c027_story2	…そんな願い、叶うはずないのに。
c027_story3	運命は残酷なもの…\でも友達にはなれるよね？
c027_true1	キミより美しい人は見たことがない。\ボクの想いを受け取ってくれる？
c027_true2	危険が迫っている時はいつでもボクを呼んでくれ。\何があっても必ず駆けつける！
c027_true3	キミの友達になりたい。ボクの望みは初めから\それだけだ。
c027_victory	ハハッ！感謝の言葉は必要ない。
c028_boss_long	このあたしと戦うつもり？美しさにやられても知らないわよ。
c028_boss_short	ふふ、負けたらあたしのしもべになってね♥
c028_ctskill	どきなさい！
c028_death_1	最後に酢豚とチャーハン…食べたかった…
c028_death_2	ははは…くっ……
c028_drive	その無礼、死をもって償いなさい！
c028_hit_1	きゃああ！
c028_hit_2	いったぁ～い
c028_hit_3	誰かあたしを守りなさい！
c028_prskill	無礼者！
c028_skill	近寄らないで！
c028_spa	はぁ、気持ちいい～♥…\な、何見てんのよ！\あたしを見ていいのは王子様だけよ！
c028_startbt	あたしの美貌から目が離せないみたいね！
c028_story1	ふん、使用人のくせにご主人様に何かしてもらおうとするなんて…\見上げた根性だわ！褒めてあげる！
c028_story2	…ケチ。
c028_story3	…そこまで怒らないでよ、ただの冗談よ！\でもまあ、ありがと。悪魔。
c028_true1	「レダ」じゃなくて「レダ姫」よ。\敬称はちゃんと付けて、\1日3食のご馳走も用意しなさい！
c028_true2	使用人は使用人らしく、あたしの世話をなさい。\もちろん、食事の準備もさせてあげる。光栄でしょ？
c028_true3	これからもあたしのことをちゃんと見てないと嫌よ。わかったら、ちゃんとお返事してね？
c028_victory	あたしのおかげね！跪いて、お礼を言いなさい！
c029_boss_long	わたくしは、悲しく彷徨う魂を導く光
c029_boss_short	光に導かれたのですか？
c029_ctskill	闇を照らして差し上げます。
c029_death_1	わたくしの光が弱すぎたのでしょうか…
c029_death_2	うっ…くはっ…
c029_drive	眩いほどに光り輝け！
c029_hit_1	ああっ！
c029_hit_2	これぐらい…
c029_hit_3	負けません！
c029_prskill	闇が深いほど、光は明るくなります。
c029_skill	光が必要ですか？
c029_spa	あら、水面に月が映ってますわ…綺麗ですわねぇ…
c029_startbt	ご主人様の征く道を、照らして差し上げます。
c029_story1	根拠として…まず、人間が想像する悪魔と\ご主人様の姿にはギャップがありますし。
c029_story2	あら、禁止令が出ちゃいましたわ。
c029_story3	ご主人様は誠実な方ですね。…わたくしは、あなたなら判断を間違えないと感じています。
c029_true1	闇に勝てないというのであれば、その闇ですらこの胸に抱きかかえましょう。
c029_true2	たとえ暗い道に迷っても、完全な闇はありません。\どんな場所にも光はあります。
c029_true3	ご主人様がもし迷ったら、わたくしという光を探してくださいませ。\きっと必ず、月のようにお傍に付き従っておりますから。
c029_victory	わたくしの光を、どうぞ道しるべとしてください
c030_boss_long	「そして誰もいなくなった」そんな状況だね！
c030_boss_short	犯人め！動くと撃つ！
c030_ctskill	おばあさまの名に懸けて！
c030_death_1	コールドケース…だね。
c030_death_2	あれ…？どこで間違えちゃった…かな…
c030_drive	Q.E.D…証明完了！
c030_hit_1	お見通しだよ！
c030_hit_2	ぐっ…
c030_hit_3	いたっ！
c030_prskill	証拠はこの手の中に！
c030_skill	どっかーん！
c030_spa	ふむ、難しい事件だね。このまま迷宮入りかな…
c030_startbt	探偵ならば、戦闘の心得もあるものだよ！
c030_story1	ボクみたいな優秀な探偵の助手がこんな情けないやつだなんて…\ワトソン教授とまではいかなくても、ボクの記録を残すためにももう少し勉強をだね…
c030_story2	ふふ、まるでパラドックスだね。興味深い問題だ！\キミはどんなチャイルドが「いいチャイルド」だと思う？
c030_story3	もしもキミが犯人側なら迷わず対峙する。\それでもいいの？
c030_true1	こんにちは、助手殿！\おやおや、その表情…まるで「ねじれた家」の子供みたいな顔だね！
c030_true2	聞いた？ボクの契約者、また新しい事件を解決したんだって。
c030_true3	こんにちは、助手殿！ボクたち、前より息ピッタリで相棒らしくなったよね。\まるで「シャーロックとワトソン」みたい。\しっかりついて来てね！これからもっと楽しくなるよ！
c030_victory	探偵が諦めたら、事件はそこで終わってしまう。
c031_boss_long	フレイニャは猫！猫は逃げる！
c031_boss_short	ニャニャニャーン
c031_ctskill	フレイニャが手伝うよ！
c031_death_1	フレイニャ、負けた…
c031_death_2	ご主人様に会えて、フレイニャは幸せだったニャ…
c031_drive	ニャン！いい感じ！
c031_hit_1	ううう…
c031_hit_2	痛いニャ！
c031_hit_3	ニャにすんニャ！
c031_prskill	まかせてニャ！
c031_skill	ニャンニャン、ニャニャニャン！
c031_spa	フレイニャは…猫…\でも…あったかいお湯が好きだニャン…
c031_startbt	ニャンニャン♪お散歩行くニャン？
c031_story1	フレイニャは…\ご主人様が猫だから好きなわけじゃ…ないニャ…
c031_story2	ご主人様…ひどい！
c031_story3	それが普通ニャ。だから、\ご主人様が好きだから甘えたい時もある…それも普通だから、それでいいのニャ。
c031_true1	ご主人様！ご主人様は何猫だニャ？
c031_true2	フレイニャはご主人様の猫！
c031_true3	初めて会った時も、その後も…フレイニャは\ずーっとご主人様についてきたニャン。\今日も明日も、フレイニャはご主人様についていくニャン！
c031_victory	なでなでしてニャン。
c032_boss_long	片づけて差し上げます！
c032_boss_short	忙しいですわ。
c032_ctskill	苦労しますよ。
c032_death_1	お許しください、ご主人様…
c032_death_2	はぁ～～～～う
c032_drive	仕上げです！
c032_hit_1	やあっ！
c032_hit_2	あいたっ！
c032_hit_3	いやっ！
c032_prskill	メチャクチャですね！
c032_skill	よいしょ！
c032_spa	ご主人様のために用意した温泉たまごです。
c032_startbt	アレクトだけ信じてください！
c032_story1	ああ、腰が痛い。あれ、ご主人様？
c032_story2	お任せください、ご主人様…
c032_story3	さぁ！これで本当に完成です！炒めプリンのチョコケーキ！
c032_true1	何でも言ってください！どんな事でも完璧にこなして見せます！
c032_true2	はあ…\やっぱりご主人様は私がいないとダメなのですね。
c032_true3	ご主人様こそアレクトに相応しい\完璧な主！ご主人様のチャイルドになれてよかったですわ！
c032_victory	ああ…体を動かしたせいで全身痛いですわ。
c033_boss_long	貴方も汚れを消し去りたいのですか？
c033_boss_short	清めましょう。
c033_ctskill	甘く見ましたね。
c033_death_1	信じられない…こんな…
c033_death_2	ウワッ。
c033_drive	これで最後です。
c033_hit_1	ああっ！
c033_hit_2	くっ…
c033_hit_3	いやっ！
c033_prskill	油断してはダメですよ。
c033_skill	排除します。
c033_spa	心が洗われるようです。
c033_startbt	守るためには仕方のないこと。
c033_story1	一番好きな動物…猫ですね。
c033_story2	彼らもまた、純粋なのですね…ご主人様のように。
c033_story3	ご主人様は幼子の魂を持つ純粋なお方です。
c033_true1	誰も信じられない。この世界には嘘しかないもの…
c033_true2	全ての純粋なるものを守る戦い…負けるわけにはいきません。
c033_true3	ただ一人、ご主人様だけが私に嘘をつかない人…\その純粋さを、信じます。
c033_victory	少しはマシになりましたね。
c034_boss_long	命を投げ出す覚悟はできているだろうな？
c034_boss_short	命を懸けろ！
c034_ctskill	受け取るがいい！
c034_death_1	戦いは…まだ終わっていない！
c034_death_2	勝利以外は許されぬのだ！
c034_drive	戦いを終わらせてやろう！
c034_hit_1	くっ…！
c034_hit_2	貴様！
c034_hit_3	この借りは必ず返すぞ！
c034_prskill	勝利は確実だ。
c034_skill	ばかげてるな。
c034_spa	ふ、ふん…やはり悪魔だな。恥というものを知らぬようだ。
c034_startbt	勝利は我々のものだ！
c034_story1	離せ！私は国へ帰る！\お前達ごときが私を止められるとでも\思っているのか！
c034_story2	コラ！私の杖を返せ！
c034_story3	これから宜しく頼む。\ここでの戦いも、私が勝利へと導く。
c034_true1	悪魔め…\運よく私を召喚したようだが、だからといってお前に服従する理由はないぞ！
c034_true2	大魔法使いであるムネモシネが認めてやるには、\到底足りん。\何故こんなヤツが私を召喚できたのか…
